rubro,codigo,descripcion
galletitas,9540766,galleta de arroz integral con  sal 100g
galletitas,9540778,Oreo Clasica 118grs
galletitas,9540806,Hogareñas 7 semillas 200 grs
galletitas,9540807,Hogareñas sesamo 200 grs
galletitas,9540808,Hogareñas mix de cereales 200 grs
galletitas,9540824,Porteñitas 139 grs
galletitas,9540902,Crunchips dulce de leche
galletitas,9540909,galletas GRANIX salvado
galletitas,9540910,galletas GRANIX sin sal
galletitas,9540955,Saladix Queso 100 grs
galletitas,9541012,Formis black 102 grs
galletitas,9541137,galleta sinfonia obleas chocolate
galletitas,9541138,galleta sinfonia obleas frutilla
galletitas,9541139,galleta sinfonia obleas limon
galletitas,9541183,galleta cereal mix avena y pasas 207g
galletitas,9541184,galletas cereal mix frutilla y chia 207g
galletitas,9541185,galletas cereal mix semillas y chips 207g
galletitas,9541217,galleta bauducco frutilla 65g
galletitas,9541218,galleta bauducco chocolate 65g
galletitas,9541219,galleta oreo 43g
galletitas,9541278,jugo del vallenaranja dulce 1L
galletitas,9541296,chocolinas blanco 245g
galletitas,9541422,galletas cofler rellenas bon o bon 85g
galletitas,9541423,galletas cofler rellenas choco creamy 85g
galletitas,9541424,galletas cofler rellenas chocolate 85g
gaseosas,6024,Baby Doll gomitas
gaseosas,6212,H2O Limoneto 2L Retornable
gaseosas,6304,crush lima limon 2.25 lts
gaseosas,6389,crush pomelo 2.25 lts
gaseosas,6438,Cunnington Pomelo 500cc
gaseosas,7893866,pritty zero lata 354cc
gaseosas,7893877,Agua benedictino sin gas Coca Cola 500cc
gaseosas,7893915,Cunnington Pomelo/Tonica/cola 1.5l
gaseosas,7893944,huevo pony con sorpresa
gaseosas,7893984,Cunnington Indian Tonic o  Pomelo 2.25L
gaseosas,7894206,Sevent up 1.25lt
gaseosas,7894289,Sprite Zero Lata 354cc
gaseosas,7894343,Galletitas Sucoa Cacao
gaseosas,7894372,"We ser frutada 1,5 lts"
gaseosas,7894380,Pepsi light 1500cc
gaseosas,7894453,Pepsi max lata
gaseosas,7894564,coca cola zero lata 220ml
gaseosas,7894851,TURRON ARCOR FRUTILLA
gaseosas,7895058,Six pack 7up Free lata
gaseosas,7895217,Pepsi Black 2L
gaseosas,7898323,Territorio cabenet
gaseosas,9540383,Paso De Los Toros Retornable 2lt
gaseosas,9540401,Ser Citrus Pasion 1.5 lt
gaseosas,9540467,Pritty limon zero sin azucar 1500cc
gaseosas,9540486,Cunnington indian tonic 500cc
gaseosas,9540487,Cunnington pomelo sin azucar 2.25L
gaseosas,9541294,7up lata 354ml
gaseosas,9541308,h2o lima limon 1.5l
gaseosas,9541350,gatorade maracuya 500ml
Generico,27,Milka blanco y negro
Generico,67,ball choc 70g
Generico,666,sopas quick varias
Generico,961,barra de cereal nutey
Generico,972,alfajor santafesino las dos rosas
Generico,1513,"Pebete Con tomate, huevo, jamon y queso"
Generico,1542,barra de cereal praderas del pilar a base de granola
Generico,1544,Mayonesa Fanacoa 250g
Generico,1692,MILENIO RED
Generico,1694,Cereal Mix Proteína
Generico,3014,sedal acondicionador equiilibrante
Generico,3019,Gin Covent 750ml
Generico,3529,Pico dulce confits cereal con chocolate 25g
Generico,3598,Galletitas dulces con Avena copos de maíz y salvado
Generico,3601,prime mojito
Generico,3661,Salsa lista tipo portuguesa noel
Generico,6062,fini tubes
Generico,6073,Mani japonés flamín hot
Generico,6079,ALFAJOR CACHAFAZ 2x100
Generico,6238,torta de coco de minidelicias
Generico,6352,super tatoo
Generico,6450,Cerealitas chips y almendras
Generico,6548,cafe por 100
Generico,6549,scott
Generico,6568,scoot papel para el poto
Generico,6572,mostachone
Generico,6573,Smack cubanito
Generico,6575,dove
Generico,6576,crystal
Generico,6581,cofler por 100
Generico,6591,sopa esparrago
Generico,6592,arroz gallo largo fino 500g
Generico,6615,cafayate tinto
Generico,6616,cafayate blanco
Generico,6622,atum
Generico,6633,triple vainilla chocolate
Generico,6635,CHIPA LUCCHETTI CASERO
Generico,6646,gray 2.250cc
Generico,6650,cafayate cabernet
Generico,6652,bic mediano
Generico,6655,cif manzana 600 ml
Generico,6656,cif te verde 600ml
Generico,6659,vino viña mayor
Generico,6660,los haroldos chardonnay
Generico,6661,triangulo clasco
Generico,6671,Pan Dulce terrabusi
Generico,6684,toallita kotx
Generico,6688,bodega privada extra brut
Generico,6691,recolete blanco
Generico,6692,cereal mix rellena manzana
Generico,6695,durazno mango
Generico,6701,papel higienico scott hoja simple
Generico,6706,cafe al cognac petaca
Generico,6707,petaca tequila
Generico,6708,navarro correa
Generico,6709,alfajor cabsha blanco
Generico,6710,alfajor cabsha negro
Generico,6714,palmeritas y alfajor santafesino
Generico,6719,Vino Graffigna
Generico,6729,Axe Peace
Generico,6732,Ala rosa
Generico,6735,ManiPelado Pehuamar 180g
Generico,6738,Pan de Hamburguesas Bimbo
Generico,6739,pan lactal 335g
Generico,6747,yogurt beber vainilla
Generico,6748,yogurt beber frutilla
Generico,6749,evo mix evolucion saludable x 45grs
Generico,6750,cebolla
Generico,6751,original
Generico,6753,600 magistral
Generico,6755,Mani Saborizado Clasico 70g
Generico,6756,salvado liviano
Generico,6758,jabon rexona
Generico,6761,pink de medio
Generico,6764,magna 2 litros
Generico,6783,bagley negro mousse
Generico,6798,promo bon o bon 3 x $15
Generico,6802,de todito 47g
Generico,6809,CITRIC 3l
Generico,6810,axe random
Generico,6811,rexona men sport fun
Generico,6819,papel scoot
Generico,6820,rollo cocina
Generico,6821,dave shampoo
Generico,6822,dave acondicionador
Generico,6826,Cif Active Gel 600 ml
Generico,6829,impulse
Generico,6830,pizza en cono
Generico,6831,cookies light
Generico,6832,cookies chocolate
Generico,6833,cookies clasica
Generico,6836,alfajor don salvador
Generico,6838,venus rojo
Generico,6839,venus lila
Generico,6841,Vitaliza 500cc
Generico,6842,spaghetti matarazzo
Generico,6847,Halls Experts mint mix
Generico,6870,yerbiado grande
Generico,15165,gfthrry
Generico,3038063,jkn
Generico,5641237,Sésamo y Lino 180g
Generico,7622210,Milka Leche 55 grs
Generico,7790040,Mana chocolatada
Generico,7790045,121
Generico,7790070,Fran Nieto Senetiner Cabernet
Generico,7790380,Alfajor Toddy 60 gr
Generico,7790890,ikhgspokis
Generico,7790895,hkljk
Generico,7790950,hh
Generico,7791005,mln
Generico,7791200,CAMPARI 1000ml
Generico,7791293,opuy09uigiuy
Generico,7791295,rennaissance
Generico,7791315,asdsadas
Generico,7791331,figuritas mundial
Generico,7791345,Milka blanco x 170 gr
Generico,7791393,Cartas Casino x 40
Generico,7791394,Cartas Casino x 50
Generico,7791468,Act 400
Generico,7791470,RFRNX
Generico,7791471,ALKL
Generico,7791472,UVSL
Generico,7791565,Lamparita Phillips
Generico,7791703,Helado kopa Frutilla-americana
Generico,7791707,Voligoma
Generico,7791718,Hamburguesas x2 Friar
Generico,7791719,wok de vegetales MAGLIA
Generico,7791720,wok pollo MAGLIA
Generico,7791722,Veg picaditos CHAM - PUE- VER - CEB
Generico,7791724,Helado Bombon Arcor
Generico,7791726,Topline Original Mint x 12 Uni
Generico,7791727,nestle Crunch 90g
Generico,7791729,Godet Gelatina
Generico,7791735,Galletitas Celosas
Generico,7791737,Mogul Violeta
Generico,7791738,axe goldtemptation
Generico,7791746,Jugo Ser Durazno
Generico,7791747,Petaca Fermet 5 cl
Generico,7791751,Bombon Shot 12 gr
Generico,7791756,Fósforos 3 Patitos x220
Generico,7791757,Fósforos fragata x 40 (caja chiquita)
Generico,7791758,Rollo de Cocina Elegante x 3 rollos de 50
Generico,7791762,Alfajor Barbie
Generico,7793253,lavandina clasica 1l
Generico,7794000,Ades naranja 300ml
Generico,7795819,vvgnmj k
Generico,7798060,Queso Patagonia ligth
Generico,7890943,Ferrero Rocher x3
Generico,7893407,ñklmk
Generico,7893408,Mini Oreo HALLOWEEN
Generico,7893410,Helado Bon o Bon Corazon
Generico,7893414,Dorados
Generico,7893415,Queso Finlandia Panceta y Cebolla
Generico,7893416,Ser Colchon de frutas Mango Maracuya
Generico,7893420,Ala Matic Multiaccion 400g
Generico,7893421,Drive Reg Rosas y Lilas 400g
Generico,7893422,Mayonesa Hellmanns con aceite de oliva 250cc
Generico,7893423,Savora Orginal 250g
Generico,7893431,9 De Oro Sconcitos
Generico,7893436,Billiken Rueditas
Generico,7893440,Helado Kopa Chocolate
Generico,7893442,Mogul Eucaliptus x 50g
Generico,7893444, Bizcochos de Agua La Rita
Generico,7893445,Bizcochos de Agua Jamón La Rita
Generico,7893446,Malteadas Alem
Generico,7893447,Chupetin Pito Pito Frutal
Generico,7893455,Promo Halls x 3
Generico,7893468,Cigarritos x 200g
Generico,7893479,Acondicionador Sedal 10ml
Generico,7893480,mini rocklets
Generico,7893481,Zum Mix
Generico,7893485,Minora Plus x 1
Generico,7893488,Mani Krachitos 65g
Generico,7893489,FInca Flichman
Generico,7893491,Marcus Cabernet
Generico,7893492,Tracia Cabernet
Generico,7893495,Imperial Cream Stout x 330 ml
Generico,7893497,Trapiche Extra Brut
Generico,7893498,Frizze New Touch Ananá
Generico,7893499,Frizze New Touch Durazno
Generico,7893500,Frizze New Touch Melón
Generico,7893501,Frizze New Touch Frutilla
Generico,7893502,Frizze New Touch Frutos del Bosque
Generico,7893503,Turron Misky
Generico,7893506,Promo alfajores terrabusi X1
Generico,7893509,Rollode Cocina Sulleg x 3u
Generico,7893510,Helado Tofi Crocante
Generico,7893511,Helado Bon o bon Corazón Combinado
Generico,7893512,Cric Rice
Generico,7893515,Terrabusi variedad 160g
Generico,7893524,Jugo en polvo BC 10 gr
Generico,7893526,Helado Mister Pops variado
Generico,7893527,Helado Cono Cofler 2 (mixto)
Generico,7893528,Bombón Helado Arcor 52 gr
Generico,7893534,Habanitos Terrabusi 150 gr
Generico,7893536,Jugo Bc Pomelo
Generico,7893537,Jugo BC Manzana
Generico,7893538,Jugo BC Naranja
Generico,7893539,Jugo Arcor Naranja -durazno
Generico,7893540,Jugo Arcor Manzana
Generico,7893541,Sabor al horno Knor Romero y tomillo
Generico,7893543,Tampones Kotex Mini
Generico,7893544,Tampones Kotes Medio
Generico,7893545,Tampones Kotes Súper
Generico,7893547,Bombuchas
Generico,7893556,Cookie Bar avena y miel
Generico,7893557,Cookie Bar avena y miel bañada
Generico,7893558,Papale higénico x4 Sulleg
Generico,7893559,Bizcochitos Saldos de Arroz x 25g
Generico,7893560,Bizcochitos  de Arroz Dulces x 25g
Generico,7893561,gomitas misky
Generico,7893562,Chocolate Misky Negro 8 gr
Generico,7893564,Madalenas Dulcypas con  Chocolate 6u
Generico,7893572,Cookie Bar
Generico,7893573,Kes Bun Napolitana 100g
Generico,7893574,Helado Chocotorta
Generico,7893576,Crocantes de Cereal trigo con mani
Generico,7893577,Crocante de Semillas Mixta
Generico,7893578,Crocante de cereales
Generico,7893579,Tortuguita
Generico,7893580,Kopa Dulce de Leche
Generico,7893583,Imperial  Lager330
Generico,7893587,Tic Tac Manzana verde y Maracuya
Generico,7893591,Budin con Chip Europeo La cumbre
Generico,7893592,Bombillas RC/NOB
Generico,7893595,We ser naranja 500ml
Generico,7893597,Doret Com com
Generico,7893600,Oferta Halls Colors x 2
Generico,7893602,Pasas con chocolate Arco
Generico,7893607,Levite Frutos Tropicales 2.25lts
Generico,7893609,We ser pomelo 500ml
Generico,7893610,Copa Am/Frut BC
Generico,7893613,Papas Crunch
Generico,7893614,Papas Crunch 34g
Generico,7893615,Palitos Crunch 90g
Generico,7893616,Manies Crunhc 100g
Generico,7893617,Papas Crunch 80g
Generico,7893618,PApas crunch 150g
Generico,7893619,Detergente Magistral
Generico,7893622,Red Point Mentolado
Generico,7893624,Jardinera Noel
Generico,7893629, helado  alfajor B & N
Generico,7893630,Pionono Bimbo
Generico,7893631,Pan dulce Canale Milanés
Generico,7893632,Coca Cola Life Lata 354 ml
Generico,7893634,Dr Lemon
Generico,7893635,Rigatti Knorr
Generico,7893637,Mogul Hello Kitty
Generico,7893639,Vodka Nikov
Generico,7893640,Frizze Black Evolution
Generico,7893643,Frutigran Semillas Sés- Ama- Gir
Generico,7893644,Fiesta Surtidas Granix
Generico,7893646,Benjamin Dulce Cosecha Tardía
Generico,7893647,Azafrán
Generico,7893648,Coco Rallado
Generico,7893649,Bicarbonato de Sodio
Generico,7893650,Nesquik 150g
Generico,7893651,NS galletas con gluten
Generico,7893652,NS galletas 5 cereales
Generico,7893653,NS galletas de maíz
Generico,7893655,Palmeritas artesanales
Generico,7893656,jugo Baggio multifruta 125ml
Generico,7893658,Alcohol en gel neutro bialcohol 60g
Generico,7893660,Emilia Espumante Dulce
Generico,7893663,Pan Dulce con Chips Bimbo
Generico,7893664,Santa Julia Torrontes
Generico,7893665,Budin Naranja estilo europeo
Generico,7893672,Pan Dulce con Pepitas Canale
Generico,7893673,Criollitas 3 cereales
Generico,7893674,bolígrafo Faber Castell
Generico,7893675,Boligoma
Generico,7893676,Philip Morris Soul
Generico,7893677,Finca Las Moras Sauvignon blanc
Generico,7893680,Helado Barrita aguila
Generico,7893681,Mermelada Noel Ciruela light
Generico,7893682,Mermelada Noel Durazno
Generico,7893689,Oreo Bañadas x204g
Generico,7893690,Dr Lemon Vodka 650ml
Generico,7893703,1
Generico,7893707,Pack x 3 Oblea Gallo
Generico,7893708,Lampara Led 10W = 70W
Generico,7893709,Tampones OB
Generico,7893710,Dr Mojito lata 354 ml
Generico,7893712,Salchichas Granja Iris x 6 un
Generico,7893713,Salchichas Granja Iris Light x 5 un
Generico,7893717,Postre Danette Dulce d eLeche y Nuez
Generico,7893718,Postre Danette Chocolate y Almendra
Generico,7893721,Petaca Teacher s
Generico,7893722,Dove sHAMPOO10 ml
Generico,7893723,DoveAcondicionador reconstrucción completa 200ml
Generico,7893725,Dove shampoo 2en1 fuerza extrema
Generico,7893726,Sertal mrdicamento
Generico,7893730,Santa Julia Merlot
Generico,7893731,Santa Julia Chenin Dulce Natural
Generico,7893736,Mogul Party Animales
Generico,7893737,Galletas Cachafaz Harina Integral y Algarroba
Generico,7893738,Galletas Cachafaz de Avena y Pasas de Uva
Generico,7893739,Lata de Heineken 354 ml
Generico,7893740,Livra pink cero
Generico,7893741,Fosforos 3 Patitos x 222
Generico,7893742,Papel Sulleg x 6
Generico,7893745,Cindor 200ml
Generico,7893746,Bizcochitos Tradicionales Granix
Generico,7893747,Biscochitos  con semilla girasol Granix
Generico,7893748,Bizcochitos con sésamo Granix
Generico,7893749,Bizcochitos semillas lino Granix
Generico,7893751,Sedal Acondicionador Fuerza antiquiebre
Generico,7893752,Sedal Shampoo reconst estruct
Generico,7893754,Helado cono bon bon
Generico,7893755,Madalenas Dulcypas chocolate con dulce de leche
Generico,7893768,Grisines salvado Bimbo 150g
Generico,7893769,Ala matic Progress
Generico,7893771,Cif detetergente recarga económica 450ml
Generico,7893776,We naranja 1.5 lt
Generico,7893782,Pañuelitos Smile
Generico,7893784,Emilia Chardonnay y Viognier
Generico,7893785,Champagne Dancer Extra Brut
Generico,7893788,Maestro Panaderos Pan de mesa
Generico,7893789,Kes Bun Fugazzeta
Generico,7893791,Kes Bun Jamón
Generico,7893792,Tostadas Riera de mesa
Generico,7893795,Huevo Cofler Block 55g
Generico,7893796,Huevo Cofler Leche 55g
Generico,7893804,Benjamin Merlot
Generico,7893807,Grisines clásicos bimbo 150g
Generico,7893810,Mogul Mickey
Generico,7893816,Santa Julia Tempranillo
Generico,7893819,Salsa Filetto Noel 340grs
Generico,7893822,Puré de tomate Noel 520g
Generico,7893823,TOmates triturado botella 1lt
Generico,7893824,Danonino Frutilla pote 105g
Generico,7893825,Danonino Bebible 185g
Generico,7893827,Cofler Mousse de almendras
Generico,7893830,Milka dulce de leche 29g
Generico,7893831,Milka blanco dulce leche
Generico,7893832,Savora 200g pote
Generico,7893834,Spo Quick Espárrago x unidad
Generico,7893838,Mixx Tail Mojito
Generico,7893841,Dowhill Golden Ale
Generico,7893842,Nestle la lechera 400g
Generico,7893843,Cofler air leche 27g
Generico,7893844,Cofler air blanco 27g
Generico,7893845,Cofler air almendras 27g
Generico,7893846,Cofler air mixto 27g
Generico,7893857,Trio pepas alemanas
Generico,7893864,Lay s Stax crema cebolla 140g
Generico,7893869,Alfajor Cachafaz Mousse
Generico,7893873,duracel C2 por unidad
Generico,7893878,ddfhfhgfhg
Generico,7893879,Knorr Foratti
Generico,7893882,Mogul confitados berries 40g
Generico,7893883,Barra Toddy
Generico,7893884,Oblea Cachafaz chocolate negro
Generico,7893885,Oblea Cachafaz Chocolatye blanco
Generico,7893886,Cofler Banana Split 30g
Generico,7893887,Criollitas Lacteada 118g
Generico,7893891,Cachafaz Mousse de Chocolate
Generico,7893892,Cachafaz Arroz y Chocolate
Generico,7893893,Benjamin Torrontes
Generico,7893895,Trapiche Origen Malbec
Generico,7893896,Oblea opera
Generico,7893897,Cofler Butter Toffes
Generico,7893900,Schneider lata 354 ml
Generico,7893901,Chocolate tokke con leche 60g
Generico,7893903,Sabores del valle puré tomate
Generico,7893904,Hamlet mani con chocolate
Generico,7893905,Mini Pepitos por 150gr
Generico,7893908,Milka Blanco 67 gr
Generico,7893918,Barrita Pleny Light Alfajor
Generico,7893919,Barrita Pleny Sport chocolate con banana
Generico,7893920,Knorr salsa Scarparo
Generico,7893921,Papel higénico Scott x4
Generico,7893925,Topline Citrus
Generico,7893926,Aguila  dor almendras 75g
Generico,7893927,Aguila dor pasas 75g
Generico,7893931,Topline Happymint x 12
Generico,7893933,Sapito Acido
Generico,7893934,Goma Trembly Bunny x 8
Generico,7893935,alfajores triples por2
Generico,7893938,Mixx Tail Caipiroska Frutilla
Generico,7893939,Serranas por 3
Generico,7893942,pastaflora
Generico,7893945,Figuritas Esperanza mía
Generico,7893946,Albúm Esperanza Mía
Generico,7893947,Cofler Spreme blanco 110g
Generico,7893948,chocolatin toys
Generico,7893949,Salchicha Fela
Generico,7893950,Maní king sin sal
Generico,7893955,Alfajor my urban blanco light
Generico,7893956,Alfajor my urban negro light
Generico,7893958,Cofler Chocolinas 100g
Generico,7893959,cofler leche 100g
Generico,7893960,Cofler Butter toffe
Generico,7893961,Cofler rocklets 100g
Generico,7893962,Yogurisimo rocklets
Generico,7893963,Yogurisimo cofler
Generico,7893964,Yogurisimo cindor
Generico,7893965,Serenito dupla
Generico,7893967,Porotos Fronton
Generico,7893968,Choclo Fronton tipo Cremoso
Generico,7893969,Jardinera Fronton
Generico,7893970,Arvejas Fronton
Generico,7893973,Albun minion
Generico,7893974,Figuritas minions
Generico,7893975,Chocolate tokke dulce de leche 72g
Generico,7893978,Cadbury pasa 170g
Generico,7893979,Cadbury tres sueños160g
Generico,7893980,Alfajor recoleta 35g
Generico,7893981,Bic confort
Generico,7893982,Gallo bizcochos torta negra 100g
Generico,7893983,Toddy Mix 210g
Generico,7893987,Té taragui  por 25 saquitos
Generico,7893989,Bizcochos Campeón
Generico,7893993,Queso chubut
Generico,7893994,Galletitas Toddy 178g
Generico,7893998,Spray Pop
Generico,7894005,Alfajor Vauquita Blanco (via dulce)
Generico,7894011,Detergente Esencial
Generico,7894012,Oblea toys minions
Generico,7894013,Spaghetti Matarazzo
Generico,7894017,Ferrero rocher 100g
Generico,7894020,Madelas Dulcypas marmoladas 300g
Generico,7894021,AGUA DE LAS MISIONES 500CC
Generico,7894024,Bon o bon mix
Generico,7894027,Pepitos Sticks 150g
Generico,7894030,Exquisita brownies de chocolate
Generico,7894031,Exquisita chocolate  540g
Generico,7894032,Exquisita vainilla 540g
Generico,7894034,Figuritas futbol argentino
Generico,7894035,Albúm futbol argentino
Generico,7894040,Benidorm
Generico,7894043,postres tiramisu/lemon pie/chocotorta/chesse cake
Generico,7894058,Fósforos tres patitos 222 unidades (cod. viejo)
Generico,7894059,Yogurisimo frutilla bebible 1L
Generico,7894071,Dove Beauty finish
Generico,7894072,Ala multiacción matic sol 800g
Generico,7894088,Chocolatin blanco arco 8g
Generico,7894091,Finlandia salame  light 200g
Generico,7894092,Serenito combinado vainilla/dulce leche
Generico,7894095,Malvavisco 28g
Generico,7894101,Emilia malbec rose
Generico,7894102,Licorfort whisky
Generico,7894103,yerba La Tranquera 500g
Generico,7894106,Mogul murciélagos
Generico,7894109,crocante lino
Generico,7894111,Mas merienda vainilla 250ml
